Food,File,Cost ($),Size (g),Unit Cost ($/g),Score,Glycemic Index,Gluten Free,Vegetarian,Dairy Free,Vegan,Nut Free,Sugar Free,Add Sug per 100 g,Sug Alc per 100 g,Allulose per 100 g,Lactose per 100 g,Gluten Protein %,Soluble Fiber %,Link
"Sugar free chocolate syrup, homemade",sf-choc-syrup-100g,3.45,340.00,0.01015,0.0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,59.0,0.0,0,40,/recipes/sugar-free-chocolate-syrup
Sugar free chocolate syrup,sf-choc-syrup-100g,3.45,340.00,0.01015,0.0,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,59.0,0.0,0,40,/recipes/sugar-free-chocolate-syrup
Walden Farms Chocolate Syrup,wf-choc-syrup,4.49,340.00,0.01321,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,3.3,0.0,0.0,0,40,https://amzn.to/45Oxbha
Granulated sugar,sugar,8.17,"4,540.00",0.00180,1.0,68,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100.0,0.0,0.0,0.0,0,40,
"Granular sweetener: sugar, erythritol, stevia, etc.",sugar,8.17,"4,540.00",0.00180,1.0,68,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100.0,0.0,0.0,0.0,0,40,
Granulated stevia,granulated-monk-fruit,6.12,271.60,0.02253,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,100.0,0.0,0.0,0,40,https://amzn.to/43wL0zp
Powdered sugar,sugar,2.22,905.60,0.00245,1.0,68,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100.0,0.0,0.0,0.0,0,40,
Brown sugar,sugar,2.22,896.00,0.00248,1.0,64,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,100.0,0.0,0.0,0.0,0,40,
Molasses,molasses,3.49,252.00,0.01385,3.1,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,66.7,0.0,0.0,0.0,0,40,
"Molasses, or honey",molasses,3.49,252.00,0.01385,3.1,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,66.7,0.0,0.0,0.0,0,40,
Marshmallow,marshmallow,1.17,283.00,0.00413,1.0,63,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,60.7,0.0,0.0,0.0,0,40,
Vanilla instant pudding mix,pudding-mix,0.98,96.22,0.01018,2.0,44,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,79.2,0.0,0.0,0.0,0,0,https://amzn.to/4jjD7mH
Duncan Hines Keto Brownie Mix,duncan-hines-keto,5.92,280.00,0.02114,3.0,51,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,0.0,20.8,0.0,0.0,0,15,https://amzn.to/43uSbYP
Duncan Hines Dark Chocolate Fudge Brownie Mix,duncan-hines-sugar,1.54,515.06,0.00299,2.0,62,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,51.7,0.0,0.0,0.0,75,10,https://amzn.to/3SjWmlg
Sugar free chocolate bar,100,1.46,113.20,0.01290,7.0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,25,/recipes/chocolate-bar
100% chocolate,100,1.46,113.20,0.01290,7.0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,25,/recipes/chocolate-bar
90% chocolate,90,2.27,98.00,0.02316,6.3,40,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6.7,0.0,0.0,0.0,0,25,
85% chocolate,85,2.27,98.00,0.02316,5.6,23,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,13.3,0.0,0.0,0.0,0,25,
70% chocolate,70,3.37,99.05,0.03402,4.9,43,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,30.0,0.0,0.0,0.0,0,25,
50% chocolate,50,1.12,99.62,0.01124,3.5,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,48.5,0.0,0.0,4.0,0,25,
Allulose chocolate bar,allulose-choc,2.45,176.00,0.01391,5.3,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,40.9,0.0,0,25,/misc/healthier-brownies-experiment#allulose-chocolate
Granulated monk fruit,granulated-monk-fruit,8.99,537.70,0.01672,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,100.0,0.0,0.0,0,40,https://amzn.to/4ceFnvP
Pure granulated monk fruit,pure-monk-fruit,23.79,141.50,0.16813,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/3Sg1Z7p
Allulose,allulose,16.96,"1,135.00",0.01494,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,100.0,0.0,0,40,https://amzn.to/4mzsH5p
Powdered monk fruit,powdered-monk-fruit,9.31,454.00,0.02051,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,100.0,0.0,0.0,0,40,https://amzn.to/43vQs5E
Monk fruit chocolate chunks,monk-fruit-choc,1.13,90.00,0.01256,5.3,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,33.3,0.0,0.0,0,25,/recipes/monkfruit-chocolate-chunks
Sugar free chocolate chips,sugar-free-chocolate-chips,3.97,252.00,0.01575,5.3,23,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,20.0,0.0,0.0,0,25,https://amzn.to/4kGEfC5
Chocolate chips,chocolate-chips,3.58,336.00,0.01065,3.5,45,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,0.0,0.0,4.0,0,25,
Mini chocolate chips,chocolate-chips,3.58,336.00,0.01065,3.5,45,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,0.0,0.0,4.0,0,25,
Semisweet chocolate chips,chocolate-chips,3.58,336.00,0.01065,3.5,45,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,0.0,0.0,4.0,0,25,
Semi-sweet chocolate chips,chocolate-chips,3.58,336.00,0.01065,3.5,45,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,0.0,0.0,4.0,0,25,
Semisweet chocolate chips (optional),chocolate-chips,0.00,336.00,0.00000,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,25,
Dark chocolate chips,chocolate-chips,0.00,336.00,0.00000,3.5,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,53.3,0.0,0.0,4.0,0,25,
Chocolate free chocolate,carob-bar,2.02,113.20,0.01784,6.8,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,25,/recipes/chocolate-free-chocolate
"Dubai chocolate, storebought",dubai-store,14.99,198.10,0.07567,3.5,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36.0,0.0,0.0,0.0,0,25,https://amzn.to/4uVLBYm
"Dubai chocolate, homemade",dubai-100g,5.15,414.40,0.01243,7.5,12,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,24.1,0.0,0.0,0,25,/recipes/dubai-chocolate
Sugar Free Dubai Chocolate,dubai-100g,5.15,414.40,0.01243,7.5,12,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,24.1,0.0,0.0,0,25,/recipes/dubai-chocolate
White chocolate chips,white-chocolate,3.58,336.00,0.01065,2.4,43,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,66.7,0.0,0.0,6.0,0,25,
Tangy white chocolate,white-choc-homemade,1.69,113.20,0.01493,5.6,58,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,21.9,0,0,/recipes/white-chocolate
Sugar free white chocolate,white-choc-homemade,1.69,113.20,0.01493,5.6,58,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0,0.0,0.0,21.9,0,0,/recipes/white-chocolate
Almond extract,almond-extract,7.57,454.00,0.01667,5.0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4khDgIM
"Almond extract, or vanilla",almond-extract,7.57,454.00,0.01667,5.0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4khDgIM
Vanilla extract,vanilla-extract,1.67,224.00,0.00746,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43MkDqr
"Vanilla extract, or almond",vanilla-extract,1.67,224.00,0.00746,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/43MkDqr
Mint extract,mint-extract,4.92,56.60,0.08693,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4xtISFR
Maple extract,maple-extract,2.50,30.00,0.08333,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4xor2nH
Rum extract,rum-extract,2.50,30.00,0.08333,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/3TIq7QF
Coconut extract,coconut-extract,2.50,30.00,0.08333,5.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,https://amzn.to/4bGjSTE
Vodka,vodka,10.00,750.00,0.01333,2.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Apples,apple,4.00,"1,362.00",0.00294,7.0,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
"Apple, gala",apple,4.00,"1,362.00",0.00294,7.0,38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
No sugar added apple spread,apple-spread,3.87,784.00,0.00494,7.0,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/apple-spread
Unsweetened applesauce,applesauce,3.12,"1,288.00",0.00242,7.0,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Unsweetened Applesauce,applesauce,3.12,"1,288.00",0.00242,7.0,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Dried figs,fig-dried,4.99,254.70,0.01959,3.8,61,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Prunes,prune,4.99,454.00,0.01099,3.8,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Dates,dates,3.99,672.00,0.00594,3.8,62,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Pitted dates,dates,3.99,672.00,0.00594,3.8,62,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Raisins,raisins,4.28,560.00,0.00764,3.8,64,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Pineapple,pineapple,4.58,454.00,0.01009,6.3,59,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Mango,mango,9.26,"1,344.00",0.00689,5.9,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Kiwi,kiwi,2.49,454.00,0.00548,9.2,58,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Mandarin orange,mandarin,3.97,"1,362.00",0.00291,7.5,42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Kalamata olives,olives,5.26,270.00,0.01948,4.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Green olives,olives,4.42,600.00,0.00737,4.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Olives,olives,4.42,600.00,0.00737,4.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Banana, underripe",banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
"Banana, overripe",banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen banana,banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
"Frozen bananas, overripe",banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
"Frozen Bananas, overripe",banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen overripe bananas,banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
"Banana, overripe, or unsweetened applesauce",banana,0.58,454.00,0.00128,7.0,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Banana peel,water,0.58,454.00,0.00128,7.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Blueberries,blueberries,6.74,504.00,0.01337,9.7,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen blueberries,blueberries-frozen,7.24,"1,344.00",0.00539,9.7,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen cherries,cherries-frozen,9.12,"1,132.00",0.00806,7.5,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Blackberries,blackberry,5.14,336.00,0.01530,9.9,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen blackberries,blackberries-frozen,3.76,454.00,0.00828,9.9,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Strawberries,strawberries,1.88,454.00,0.00414,9.5,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen strawberries,strawberries-frozen,9.22,"1,792.00",0.00515,9.5,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen berries,strawberries-frozen,9.22,"1,792.00",0.00515,9.5,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen fruit,frozen-fruit,2.38,454.00,0.00524,9.5,52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Raspberries,raspberry,3.37,168.00,0.02006,9.9,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Frozen raspberries,raspberries-frozen,4.48,339.60,0.01319,9.9,25,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Cranberries,cranberry,1.96,168.00,0.01167,9.9,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,
Sugar free cranberry sauce,cranberry-sauce,5.23,600.00,0.00872,8.6,43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/cranberry-sauce
Low sugar berry jam,jam-low-sugar,2.13,190.00,0.01121,8.8,43,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6.8,0.0,0.0,0.0,0,40,/recipes/berry-jam
Frozen acai puree,acai,5.00,396.00,0.01263,9.3,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,https://amzn.to/4cBNvpn
Fat free Italian dressing,italian-dressing,2.68,360.00,0.00744,9.0,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/italian-dressing
Italian dressing,italian-dressing,2.68,360.00,0.00744,2.3,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/italian-dressing
Traditional Italian Salad Dressing,traditional-italian,1.94,480.00,0.00404,2.3,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,13.3,0.0,0.0,0.0,0,0,https://amzn.to/4ddXZw7
Honey mustard dressing,honey-mustard-store-100g,1.52,518.00,0.00293,2.3,40,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,20.0,0.0,0.0,0.0,0,30,
Unsweetened BBQ Sauce,bbq-sauce-homemade,1.52,518.00,0.00293,8.1,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/bbq-sauce
Unsweetened BBQ sauce,bbq-sauce-homemade,1.52,518.00,0.00293,8.1,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/bbq-sauce
Date Sweetened Ketchup,ketchup-date,1.94,400.00,0.00485,6.9,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/ketchup
Date sweetened ketchup,ketchup-date,1.94,400.00,0.00485,6.9,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,/recipes/ketchup
Salsa,salsa,1.98,454.00,0.00436,4.4,45,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/salsa
Hot sauce,hot-sauce,1.56,336.00,0.00464,4.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,/recipes/hot-sauce
Gochujang,gochujang,3.99,492.80,0.00810,3.0,46,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,28.6,0.0,0.0,0.0,75,30,https://amzn.to/3FmYk1m
Dijon mustard,mustard,1.52,336.00,0.00452,5.8,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,
Horseradish mustard,mustard,1.52,336.00,0.00452,5.8,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,
Mustard,mustard,1.52,336.00,0.00452,5.8,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,
"Mustard, Dijon or Horseradish",mustard,1.52,336.00,0.00452,5.8,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,
Minced garlic,minced-garlic,5.42,896.00,0.00605,9.3,53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Garlic powder,garlic-powder,1.12,95.20,0.01176,9.5,30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Onion powder,onion-powder,1.98,140.00,0.01414,9.7,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Cinnamon,cinnamon,1.24,70.00,0.01771,10.0,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Ginger, ground",ginger-ground,2.24,42.00,0.05333,9.6,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Paprika,paprika,1.12,70.00,0.01600,10.0,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Chili powder,chili-powder,1.12,84.00,0.01333,9.7,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,https://amzn.to/4eKp8G4
"Coriander, ground",coriander,4.36,42.45,0.10271,10.0,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Nutmeg, ground",nutmeg-ground,2.42,42.00,0.05762,9.9,70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Black pepper, ground",black-pepper,5.72,168.00,0.03405,10.0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Cloves, ground",cloves-ground,5.43,50.40,0.10774,9.9,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Marmite,marmite,9.85,125.00,0.07880,8.4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,50,30,https://amzn.to/4pw27vM
Vegemite,marmite,8.97,220.00,0.04077,6.1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,50,30,https://amzn.to/4hqp55w
Nutritional yeast,nutritional-yeast,5.12,140.00,0.03657,6.1,11,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,12,https://amzn.to/43wLkhB
Dry yeast,yeast,5.48,112.00,0.04893,10.0,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,70,https://amzn.to/3HcHRxn
Salt,salt,0.67,728.00,0.00092,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Flakey salt,salt,0.67,728.00,0.00092,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Flaky salt,salt,0.67,728.00,0.00092,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Baking soda,baking-soda,0.92,454.00,0.00203,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Baking powder,baking-powder,1.98,226.80,0.00873,0.0,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,0,
Lime pepper,lemon-pepper,11.99,680.40,0.01762,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/47qzDfQ
Cayenne pepper,cayenne,3.77,63.00,0.05984,10.0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Lemon pepper,lemon-pepper,6.19,680.40,0.00910,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,40,https://amzn.to/4fopp1E
"Cilantro, dried",cilantro-dried,1.94,14.00,0.13857,10.0,40,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Cumin, ground",cumin,1.28,70.00,0.01829,9.9,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Red pepper flakes,red-pepper-flakes,1.44,49.00,0.02939,10.0,16,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Parsley, dried",parsley-dried,1.12,11.20,0.10000,10.0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Oregano, dried",oregano-dried,1.12,24.36,0.04598,10.0,8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Cilantro, fresh",cilantro,2.72,454.00,0.00599,10.0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Thyme, dried",thyme-dried,12.30,448.00,0.02746,10.0,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Basil, dried",basil-dried,1.12,363.20,0.00308,10.0,13,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Italian seasoning,basil-dried,1.12,26.60,0.04211,10.0,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Allspice, ground",allspice,3.57,25.20,0.14167,9.9,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Celery seed,celery-seed,4.26,50.40,0.08452,9.9,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Dill, fresh",dill-fresh,1.98,14.00,0.14143,10.0,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Turmeric, ground",turmeric-ground,2.00,56.00,0.03571,9.9,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Old Bay,old-bay,4.43,168.00,0.02637,0.0,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Basil, fresh",basil-fresh,3.29,113.20,0.02906,10.0,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Mint, fresh",mint-fresh,1.50,170.00,0.00882,10.0,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Parsley, fresh",parsley-fresh,1.50,170.00,0.00882,10.0,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Chives, dried",chives,3.12,6.16,0.50649,10.0,50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Dried seaweed,seaweed,4.69,13.00,0.36077,2.0,55,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
"Dill, dried",dill-dried,2.08,21.23,0.09800,10.0,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Everything bagel seasoning,everything-bagel-seasoning,2.12,72.80,0.02912,0.0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,15,https://amzn.to/40gmjGE
"Rosemary, dried",rosemary-dried,2.42,22.64,0.10689,9.9,12,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,
Garam masala,garam-masala,2.99,48.11,0.06215,9.8,15,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,https://amzn.to/43eSet0
Onion soup mix,onion-soup-mix,0.98,56.60,0.01731,0.0,58,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,0.0,0.0,0.0,75,30,https://amzn.to/45qM9Lp
Dried onion flakes,onion-flakes,5.99,180.00,0.03328,8.6,58,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0,0.0,0.0,0.0,0,30,https://amzn.to/43hCANC
